Name,Year,Event,Image,Image caption,Display Year (if different)
Onodera Yuki,1997,"Holds two solo exhibitions in France at the Galerie Laage-Salomon (Paris) and the Galerie du Théâtre Granit (Belfort); Participates in two Japanese group exhibitions, including the 第2回東京国際写真ビエンナーレ 展 ( ノミネート部門日本代表参加 ( <i>The 2nd Tokyo International Photo-Biennale / Nomination Section</i> ) at the Tokyo Metropolitan Museum of Photography (Tokyo)",,,
Onodera Yuki,1998,"Participates in eight group exhibitions internationally, including Moscow, Tokyo, France, and the United States of America",,,
Onodera Yuki,1999,"Holds three solo exhibitions in Japan: A solo exhibition at the Museum of Modern Art (Gunma), <i>“C.V.N.I.</i> “ at Galerie il tempo (Tokyo), and “ <i>P.N.I.</i> “ at Zeit-Photo Salon (Tokyo); Participates in four international group exhibitions in Germany, the USA, and France",,,
Onodera Yuki,2000,"Holds a solo exhibition at the Galerie du Théâtre Granit (Belfort, France); Participates in six international group exhibitions in France, Germany, China, and the USA",,,
Onodera Yuki,2001,"Awarded the 17th Higashikawa Award for young artists; Holds two solo exhibitions in Tokyo: 真珠のつくり方 ( <i>How to Make a Pearl)</i> at Zeit-Foto Salon (Tokyo), and 窓の外を見よ ( <i>Look Out the Window</i> ) at Galerie il Tempo (Tokyo); Participates in four international group exhibitions in Sweden and Japan",,,
Onodera Yuki,2002,"Awarded the Photographic Society of Japan beginners' award; Publishes 真珠のつくり方 ( <i>How to Make a Pearl</i> ) (Nazraeli Press) and カメラキメラ ( <i>CameraChimera</i> ) (Suiseisha); Holds two solo exhibitions 真珠のつくり方 ( <i>How to Make a Pearl</i> ) and 窓の外を見よ ( <i>Look Out the Window</i> ) in Paris; Holds two solo exhibitions in Japan: <i>transvest</i> at Zeit-Foto Salon (Tokyo), and ミツバチ – 鏡 ( <i>Bees — Mirror</i> ) at Galerie il Tempo (Tokyo); Participates in a dozen international group exhibitions in Sweden, Japan, Norway, Finland, Latvia, France, and Japan, including 写真新世紀１０周年記念 ( <i>The New Cosmos of Photography 10th Anniversary</i> ) at The Tokyo Metropolitan Museum of Photography (Tokyo)",,,
Onodera Yuki,2003,"Awarded the Kimura Ihei award; Holds one solo exhibition in Paris; Participates in five international group exhibitions in Japan, China, and France",,,
Onodera Yuki,2004,"Publishes the photobook <i>transvest</i> (Nazraeli Press); Holds three solo exhibitions in Paris and Tokyo; Participates in seven international group exhibitions in Spain, China, Japan, and Germany, including 六本木クロッシング：日本美術の新しい展望 ( <i>Roppongi Crossing: New Visions in Japanese Art</i> ) at the Mori Art Museum (Tokyo)",,,
Onodera Yuki,2005,"Holds multiple solo exhibitions, including at the National Museum of Art in Osaka, Japan; Participates in dozens of international group exhibitions",,,
Onodera Yuki,2006,Awarded the Niépce Award; Participates in multiple international group and solo exhibitions,,,
Onodera Yuki,2007,"Holds three solo exhibitions in Japan: a solo exhibition at the Museum of Modern Art in Gunma, “ <i>C.V.N.I.</i> “ at Galerie il tempo (Tokyo), and “ <i>P.N.I.</i> “ at Zeit-Photo Salon (Tokyo); Participates in four international group exhibitions in Germany, the United States, and France",,,
Onodera Yuki,2008,"Holds multiple international solo exhibitions and participates in multiple group exhibitions, including shows in Paris, Tokyo, Korea, Germany, China, and Luzembourg, among others",,,
Onodera Yuki,2009,"Holds multiple international solo exhibitions and participates in multiple group exhibitions, including shows in Paris, Tokyo, Korea, Colombia, Germany, the USA, and Greece, among others",,,
Onodera Yuki,2010,"Holds a solo exhibition「写真」の迷宮へ ( <i>Yuki Onodera: Into the Labyrinth of Photography</i> ), at the Tokyo Metropolitan Museum of Photography (Tokyo); Participates in multiple international group exhibitions, including shows in France, Japan, and China",,,
Onodera Yuki,2011,Awarded the Minister of Education Award for Fine Arts; Awarded the 27th Higashikawa Prize; Her career trajectory of numerous international solo and group exhibitions continues through the second decade of the 21st century,,,
Onodera Yuki,2014,Publishes 11番目の指 ( <i>Eleventh Finger</i> ) (art beat publishers),,,
Onodera Yuki,2015,Participates in the group exhibition <i>The Younger Generation: Contemporary Japanese Photography</i> at the J Paul Getty Museum (Los Angeles),,,
Nakamura Haruko,1984,"Nakamura earns a degree from Nihon University in the photography division of the Department of the Arts; Following her graduation, she travels to Tanzania for six months",,,
Nakamura Haruko,1989,Publishes 世界の子どもたちタンザニア( <i>Children of the World: Tanzania</i> ) (Kaiseisha),,,
Nakamura Haruko,1991,"Holds first solo exhibition, 太陽と風のワトト ( <i>Watoto of the Sun and the Wind)</i> , at El Park Sendai (Miyagi)",,,
Nakamura Haruko,1993,Travels to Tuscany and starts a project photographing landscape and scenery.,,,
Nakamura Haruko,1995,Holds a solo exhibition: 魚を売るイネさん ( <i>Mrs Ine Selling Fish</i> ) at El Park Sendai (Miyagi),,,
Nakamura Haruko,1999,Holds a solo exhibition: うみから・・・( <i>From the Sea</i> ) at Gallery Arata (Miyagi),,,
Nakamura Haruko,2000,"Awarded the New Cosmos of Photography Grand Prix Award for her work 海からの贈り物 ( <i>The Gift from the Sea</i> ); Awarded the 21st Annual New Century of Photography Excellence Award, as selected by photographer Araki Nobuyoshi",,,
Nakamura Haruko,2002,Participates in the group exhibition 写真新世紀10周年記念 ( <i>New Century of Photography - 10th Anniversary</i> ) held at the Tokyo Metropolitan Museum of Photography (Tokyo),,,
Nakamura Haruko,2005,Dies from pancreatic cancer,,,
Nakamura Haruko,2008,"Posthumous publication of the photobook 光の音 Pure and Simple ( <i>Sound of Light, Pure and Simple</i> ) (Formare la Luce)",,,
Seino Yoshiko,1995,"After working as a editor for several years, she starts taking photographs in her thirties",,,
Seino Yoshiko,1996,"Holds first solo exhibition, <i>Seino Yoshiko with Switch</i> , at the Comme des Garcons main store (Aoyama, Tokyo)",,,
Seino Yoshiko,1997,"Publishes the first two volumes of the photobook series <i>Chicken Skin Photographs</i> , a collaboration with the designer and art direector Ishizaki Kentaro (self-published). Initially five volumes were planned, but only the first three were ever realized",,,
Seino Yoshiko,1998,Publishes the third photobook in the collaborative <i>Chicken Skin Photographs</i> series with Ishizaki Kentaro (self-published),,,
Seino Yoshiko,1999,Holds solo exhibition <i>Emotional Imprintings</i> at Gallery Koyanagi (Tokyo),,,
Seino Yoshiko,2002,Publishes the photobook <i>The Sign of Life</i> (Osiris),,,
Seino Yoshiko,2000,Participates in the group exhibition 反記憶-現代写真Ⅱ ( <i>Anti-memory: Contemporary Photography II</i> ) at the Yokohama Museum of Art (Yokohama),,,
Seino Yoshiko,2003,"Holds first international solo exhibition <i>The Sign of Life</i> at the Wintertour Photo Museum (Wintertour, Switzerland)",,,
Seino Yoshiko,2008,"Holds solo exhibition <i>A Good Day, Good Time</i> at Gallery Trax (Yamanashi) and Punktum Photography (Tokyo)",,,
Seino Yoshiko,2009,"Publishes 至るところで 心を集めよ 立っていよ ( <i>Everywhere, Gather Yourself, Stand</i> ) (Osiris) shortly before her death",,,
Ara Taeko,1986,"Earns a degree from Komazawa University, Department of Japanese Literature",,,
Ara Taeko,1995,"In addition to her career as a poet, theater director, and painter, Ara begins studying photography",,,
Ara Taeko,2000,Awarded the JPS Exhibition Bronze Award,,,
Ara Taeko,2004,"Is diagnosed with breast cancer and undergoes treatment, including a total right mastectomy and years-long hormone treatment. Much of her subsequent photography and her advocacy work focuses on issues of mortality, femininity, and healing as a result of this experience.",,,
Ara Taeko,2005,Holds first solo exhibition 白い夏 ( <i>White Summer</i> ) at Roonee 247 Photography (Tokyo),,,
Ara Taeko,2006,Holds two solo exhibitions for 胸 神 乳がんになった日から ( <i>munakami - from the first day of breast cancer</i> ) at Shinjuku Nikon Salon (Tokyo) and Osaka Nikon Salon (Osaka); Holds an additional solo exhibition オリヒメの涙 ( <i>Tears of Orihime</i> ) at Roonee 247 Photography (Tokyo); Awarded the 13th Domon Ken Cultural Award Encouragement Prize for her exhibition 胸 神 乳がんになった日から ( <i>munakami - from the first day of breast cancer</i> ),,,
Ara Taeko,2007,Holds two solo exhibitions: <i>√1</i> at Shinjuku Nikon Salon (Tokyo) and <i>Trance</i> at Roonee 247 Photography (Tokyo),,,
Ara Taeko,2008,"Holds two solo exhibitions: <i>√1</i> at Osaka Nikon Salon (Osaka), and <i>ILIS</i> at Nadar (Tokyo)",,,
Ara Taeko,2009,"Holds a special solo exhibition, 胸 神 ( muna kami )」-澤田政廣の彫刻に魅せられて ( <i>muna kami - entranced by the sculpture of Sawada Seiko</i> ) at the Atami City Sawada Seiko Memorial Museum (Atami City, Shizuoka Prefecture)",,,
Ara Taeko,2013,"Participates in the group exhibition 酒田市土門拳文化賞２０周年記念写真展 -歴代受賞者による近作展 ( <i>Sakata City Domon Ken Culture Award 20th Anniversary Exhibition - Recent Works by Successive Winners</i> ) at the Sakata Museum of Art (Sakata City, Yamagata Prefecture)",,,
Kanamori Mayu,1981,"Moves to Melbourne, Australia to study philosophy at Toorak College",,,
Kanamori Mayu,1989,"Moves to Sydney, Australia with her future husband, journalist Ben Hills",,,
Kanamori Mayu,1992,Temporarily moves back to Japan to take a job as a researcher at the Tokyo bureau of the Sydney Morning Herald newspaper,,,
Kanamori Mayu,1996,"Holds first solo exhibtion, <i>Unseen Faces of Japan,</i> at the Sydney chapter of the Japan Foundation (Sydney, Australia)",,,
Kanamori Mayu,2000,"Holds a solo exhibition in Japan in advance of the 2000 Sydney Olympics, 素顔のオーストラリア ( <i>Australia Without Makeup</i> ) at Konica Plaza (Tokyo); Publishes her first narrative work with <i>The Heart of the Journey</i> , a combination of still photography, audio narration, and performance. The audio portion of the project debuts on ABC Radio National (Australia)",,,
Kanamori Mayu,2005,"Produces <i>Chika: A Documentary Performance</i> , which combines photojournalism, live dance and performance, audio narration, and projection, and debuts at C.U.B. Malthouse (Sydney, Australia). The 2004 audio component of the project was a Walkley Awards finalist",,,
Kanamori Mayu,2008,"Exhibits a collaborative photojournalism show with husband Ben Hills, <i>The Island of the Ancients: Photographs of Sardinia’s Centenarians</i> at Custom House Library (Sydney, Australia)",,,
Kanamori Mayu,2015,"Appointed Artist-in-Residence, Institute of Advanced Studies, University of Western Australia",,,
Kanamori Mayu,2016,"Appointed Artist-in-Residence for the Asian Collections, National Library of Australia",,,
Yoshitake Megumi,,Earns a degree from the Tokyo College of Photography in the department of journalism,,,
Yoshitake Megumi,1987,Travels to Syria and neighboring countries to begin photographing Bedouin culture,,,
Yoshitake Megumi,1995,Holds her first solo exhibition ベドウィン ( <i>Bedouin</i> ) at Minolta Photo Space (Tokyo/Osaka),,,
Yoshitake Megumi,2008,Holds solo exhibition <i>BEDOUIN — A Simple Life A Traditional Life A Peaceful Life</i> at the Foreign Correspondant's Club of Japan (Tokyo),,,
Yoshitake Megumi,2014,Publishes her first photobook <i>ARAB - Bedouin of the Syrian Desert: A Story of a Family</i> (SKIRA),,,
Tsutsumi Ako,1983,"Studies abroad for a year in high school near Santa Cruz, California",,,
Tsutsumi Ako,1986,Earns a degree in photography from Tokyo Polytechnic University junior college,,,
Tsutsumi Ako,1987,"Travels to the United States for the second time, studying photography at the Brooks Institute of Photography and Cinematography",,,
Tsutsumi Ako,1996,"Returns to Japan, working first in a photo studio at Hotel Okura Tokyo, before returning to Kumamoto and joining the Tsutsumi Photo Studio family business",,,
Tsutsumi Ako,2002,"Recieves the Prime Minister's Award for her photographic portrait, <i>Maria in a Hat</i>",,,
Tsutsumi Ako,2014,Becomes the representative director of the Tsutsumi Photo Studio business,,,
Nakashima Hiromi,1988,"Earns a law degree from Women's College, Meiji University; begins working at Nikka Whiskey Company",,,
Nakashima Hiromi,1990,"Travels to Eastern Europe following the fall of the Berlin Wall, photographing in Czechoslovakia, Hungary, and the former Yugoslavia",,,
Nakashima Hiromi,1994,Completes courses at Japan Photographic Academy,,,
Nakashima Hiromi,1997,"Holds her first solo exhibition, やわらかい時 ( <i>Soft Times</i> ), at Tokyo Photographic Culture Center (Tokyo)",,,
Nakashima Hiromi,2000,Holds solo exhibition 孔雀の視線 ( <i>Through the Eyes of a Peacock</i> ) at Tokyo Photographic Culture Center (Tokyo),,,
Nakashima Hiromi,2001,Earns a degree from the Tokyo College of Photography; Awarded the Grand Prix for the 17th Hitotsubo Exhibition,,,
Nakashima Hiromi,2002,"Begins career as freelancer; Holds solo exhibition ウララ・シンネ、ラヨチ・シンネ ( <i>URARA-SINNNE, RAYOTI-SINNNE</i> ) at Guardian Garden (Tokyo)",,,
Nakashima Hiromi,2005,Holds solo exhibition そして、深呼吸 ( <i>Breathing In</i> ) at Roonee 247 (Tokyo),,,
Nakashima Hiromi,2006,Holds solo exhibition 雪を待つ ( <i>Waiting for Snow</i> ) at Gallery Huit (Tokyo),,,
Nakashima Hiromi,2008,"Holds her first international solo exhibition, <i>LIKE A MIST, LIKE A RAINBOW</i> , at Galerija SULUJ in Belgrade, Serbia",,,
Nakashima Hiromi,2009,"Holds solo exhibition アメニアル ( <i>Amenial</i> ) at Gendai Heights, Gallery Den (Tokyo)",,,
Yanagi Miwa,1993,"Holds first solo exhibition, <i>WHITE CASKET</i> , at Art Space Rainbow (Kyoto)",,,
Yanagi Miwa,2002,"Publishes <i>My Grandmothers 001</i> (ArtBeat Publishers), and <i>MIWA YANAGI GRANDDAUGHTERS</i> (Shiseidō Gallery)",,,
Yanagi Miwa,2004,"Publishes MIWA YANAGI (Deutsche Bank), WHITE CASKET (Getsuyōsha), and 少女地獄極楽老女 (Darkness of Girlhood and Lightness of Aging) (Marugame Genichirō Inokuma Museum of Contemporary Art)",,,
Yanagi Miwa,2005,"Publishes 無垢な老女と無慈悲な少女の信じられない物語 ( <i>The Incredible Tale of the Innocent Old Lady and the Heartless Young Girl</i> ) (Hara Museum), and Madame Comet (Ōhara Museum)",,,
Yanagi Miwa,2007,"Publishes Fairy Tale 老少女綺譚 ( <i>Fairy Tale, The Tale of The Old Lady</i> ) (Seigensha), and Elevator Girls (Seigensha)",,,
Yanagi Miwa,2009,Publishes <i>My Grandmothers</i> (Tankōsha),,,
Yanagi Miwa,2019,Publishes 神話機械 ( <i>Myth Machines</i> ) (Hatori Shoten),,,
Hara Mikiko,1996,Awarded the 13th Canon New Cosmos of Photography Award; Selected for the 8th Hitotsubo exhibition,,,
Hara Mikiko,1998,"Holds solo exhibition <i>Agnus Dei</i> at Ginza Nikon Salon (Ginza, Tokyo)",,,
Hara Mikiko,1999,"Participates in the group exhibition プライベートルーム2 新世代の写真表現 ( <i>Private Room II: Photographs by a New Generation of Women in Japan</i> ) at the Contemporary Art Center, Art Tower Mito (Mito, Ibaraki)",,,April–June 1999
Hara Mikiko,2001,"Holds solo exhibition うつろの製法 ( <i>How to Make a Void</i> ) at Shinjuku Konica Plaza (Shinjuku, Tokyo) and The Third Gallery Aya (Osaka)",,,
Hara Mikiko,2006,"Participates in the group exhibition 私のいる場所 新進作家展 vol.4 ゼロ年代の写真論 ( <i>Absolutely Private: Contemporary Photography, vol 4</i> ) at the Tokyo Metropolitan Museum of Photography (Tokyo)",,,March–April 2006
Hara Mikiko,2009,"Participates in the group exhibition 写真の現在・過去・未来 昭和から今日まで ( <i>The Past, Present, and Future of Photographs, From Showa to Today</i> ) at the Yokohama Civic Art Gallery (Yokohama)",,,
Hara Mikiko,2017,Awarded the 42nd Kimura Ihei Award for <i>Change</i>,,,
Nomura Sakiko,1994,Publishes 裸の部屋 ( <i>Naked Room</i> ) (Aat ROOM),,,
Nomura Sakiko,1995,Publishes 針のない時計 ( <i>A Clock Without Hands</i> ) (Hon no miyakosha) and <i>40 + 1 PHOTOGRAPHERS PIN-UP</i> (match and company),,,
Nomura Sakiko,1997,Publishes 裸の時間 ( <i>Naked Time</i> ) (Heibonsha),,,
Nomura Sakiko,1999,Holds solo exhibition 闇の音 ( <i>The Sound of Darkness</i> ) at the Yamaguchi Prefectural Art Museum (Yamaguchi),,,
Nomura Sakiko,2000,Publishes 愛の時間 ( <i>Time of Love</i> ) (BPM),,,
Nomura Sakiko,2004,"Publishes もうひとつの、きょうのできごと ( <i>Another Day on the Planet</i> ) (Kawade Shobo Shinsha), co-authored with Shibasaki Yuka and with photographs by Nomura, Noguchi Rika, Moriyama Daido, and Yoshinaga Masayuki",,,
Nomura Sakiko,2005,Publishes <i>tsukuyomi</i> (match and company),,,
Nomura Sakiko,2006,Publishes 近藤良平 ( <i>Kondō Ryōhei</i> ) (match and company),,,
Nomura Sakiko,2008,Publishes <i>ALL ABOUT Miyazaki Daisuke</i> (Futabasha),,,
Nakano Aiko,1993,"Holds multiple solo exhibitions, including 中野愛子展-PRINT- ( <i>Aiko Nakano Exhibition-PRINT-</i> ) at INAX Gallery (Tokyo) and 中野愛子展 ( <i>Aiko Nakano Exhibition</i> ) at Gallery ARIES (Tokyo)",,,
Nakano Aiko,1996,"Holds multiple solo exhibitions, including <i>aiko nakano photo exhibition ""from TOKYO, to Tokyo""</i> at BEAMS TOKYO (Shibuya, Tokyo), and <i>aiko nakano photo exhibition</i> at Gallery Art Graph (Ginza, TOKYO); Participates in the group exhibitions <i>PHOTO EXHIBITION NAKED Aiko Nakano / Mika Ninagawa</i> at Gallery Hanabun (Yotsuya), <i>Aiko Nakano and Tetsuro Yokoyama Exhibition</i> at P.A.P. FACTORY (Harajuku, Tokyo), and <i>SHUTTER & LOVE Exhibition</i> (Sapporo)",,,
Nakano Aiko,1997,"Holds solo exhibition 第8回写真「3.3m²展」グランプリ受賞者個展『Life＊Life＊Life』( <i>8th Photograph ""3.3m² Exhibition"" Grand Prix Solo Exhibition ""Life＊Life＊Life""</i> ) at Guardian Garden (Tokyo); Participates in multiple group exhibitions, including <i>PHOTO EXHIBITION Visions ""PART1: NAKED EYES""</i> at PARCO GALLERY (Tokyo), <i>Japanese New Generation Photographer Exhibition</i> at COLETTE (Paris), and the <i>11th Great Namba Festival ""Female Photographer Exhibition""</i> at the Former Seika Elementary School (Osaka)",,,
Nakano Aiko,1998,"Participates in multiple group exhibitions, including 東京写真月間'98『カレイドスコープ -'90年代の女性写真家たち-』( <i>Tokyo Photo Month '98 ""Kaleidoscope - Female Photographers From the 1990s""</i> ) at Shinjuku Park Tower Atrium (Tokyo); Publishes NYLON℃ SIDE SESSION #6『Φ』パンフレット ( <i>NYLON ℃ SIDE SESSION #6 Φ Pamphlet</i> ) (Silly Walk)",,,
Nakano Aiko,1999,"Holds solo exhibition PHOTO DIMENSION [連なる眼差し] 展VOL.6『life is spiral』( <i>PHOTO DIMENSION ""Continuous Gaze"" Exhibition VOL.6 ""life is spiral""</i> ) at Gallery Iseyoshi (Tokyo)",,,
Nakano Aiko,2000,"Holds solo exhibition 中野愛子展～『藤原竜也写真集　persona』展～ ( <i>Aiko Nakano Exhibition ""Tatsuya Fujiwara Photobook persona""</i> ) at Gallery Iseyoshi B Venue (Tokyo); Participates in multiple group exhibitions, including 越境視展－80 ( <i>Transboundary 80</i> ) at Gallery Iseyoshi (Tokyo); Publishes 藤原竜也写真集『persona』( <i>Tatsuya Fujiwara Photobook: Persona</i> ) (Kadokawa Shoten)",,,
Nakano Aiko,2001,"Publishes 伴都美子（Do As Infinity）写真集『SUMMER DAYS』( <i>Tomiko Ban (Do As Infinity) Photobook ""Summer Days""</i> ) (Shueisha)",,,
Nakano Aiko,2002,"Publishes 矢口真理（モーニング娘）写真集『ヤグチ』( <i>Mari Yaguchi (Morning Musume) Photobook ""Yaguchi""</i> ) (Crocodile Books)",,,
Nakano Aiko,2004,"Holds solo exhibition 中野愛子写真展『湘南Musicians』( <i>Aiko Nakano Photo Exhibition ""Shonan Musicians""</i> ) at Gallery TEZZ (Tokyo); Participates in multiple group exhibitions, including PRIDE7周年記念「WOMEN MEET PRIDE『女性たちが見たプライド』展」( <i>Pride 7th Anniversary: WOMEN MEET PRIDE ""Pride as seen by Women""</i> ) at Spiral Garden (Tokyo); Publishes 『エンゲキからはじめました。小林顕作』( <i>I Started with Engeki. Kobayashi Kensaku</i> ) (Nelke Publishing)",,,
Nakano Aiko,2005,Publishes 映画[NANA]フォト・メイキングブック ( <i>Movie [NANA] Photo Making Book</i> ) (Shueisha),,,
Nakano Aiko,2006,Holds solo exhibition 中野愛子展『A Hundred Blue Roses』( <i>Aiko Nakano Exhibition: A Hundred Blue Roses)</i> at Gallery ART SPACE (Tokyo),,,
Mogi Ayako,1992,Awarded the Nobuyoshi Araki Award for Canon Photography of the New Century,,,
Mogi Ayako,2006,"Starts the Jupaju Company in La Corbières, Switzerland, where she manages the ""Laboratoire Village Nomade"" art project",,,
Mogi Ayako,2009,"Moves to an old elementary school on Awaji Island and founds the artist community ""Nomad Village"" with Werner Penzel and Misa Shimomura",,,
Matsumoto Noriko,1999,"Awarded the 14th ""Hitotsuboten"" Photography Award Grand Prix",,,
Matsumoto Noriko,2000,Holds solo exhibition 果てし( <i>End</i> ) at Guardian Garden (Tokyo),,,
Matsumoto Noriko,2007,Holds solo exhibition <i>rabbits</i> at OPA gallery and Calo Bookshop&Gallery (Tokyo),,,
Matsumoto Noriko,2007,Publishes うさぎじま ( <i>Rabbit Island</i> ) (Hayakawa Publishing),,,
Matsumoto Noriko,2009,Holds solo exhibition 野兎の眼 ( <i>With Eyes of a Hare</i> ) at Calo Bookshop&Gallery (Tokyo),,,
Matsumoto Noriko,2011,Holds solo exhibition <i>Flower Garden</i> at OPA gallery; Publishes 野兎の眼 ( <i>With Eyes of a Hare</i> ) (Hatori shoten),,,
Matsumoto Noriko,2012,Holds solo exhibition 野兎の眼 ( <i>With Eyes of a Hare</i> ) at CROSSROAD GALLERY,,,
Honda Kana,1994,"Graduates from Kyoto Seika University, Faculty of Fine Arts, Department of Design, Department of Visual Communication Design",,,
Honda Kana,1995,Awarded the Photo New Century of Photography Excellence Award,,,
Honda Kana,1999,Awarded the Mio Photo Encouragement Award 99 Encouragement Award (Grand Prix),,,
Honda Kana,2000,Awarded the Spiral Independent Creators Festival Semi-Grand Prix,,,
Honda Kana,2001,Awarded the Kyoto Contemporary Photographer Exhibition Excellence Award,,,
Honda Kana,2002,"Participates in group exhibition 写真新世紀10周年記念展フューチャリング・パワー ( <i>New Era of Photography, 10th Anniversary Exhibition: Futuring Power</i> ) at Tokyo Metropolitan Museum of Photography (Tokyo)",,,
Honda Kana,2003,Holds solo exhibiton 心の休暇 ( <i>Heart's Vacation</i> ) at Gallery Sowaka (Kyoto),,,
Honda Kana,2005,Holds solo exhibition スサビ ( <i>SUSAB</i> I) at Galalie Hitomi bushi d'Eau (Paris),,,
Honda Kana,2008,Holds solo exhibition 私の持つ地図 ( <i>Maps I Have</i> ) at Kaigandori Gallery (Osaka) and STREET GALLERY (Kobe),,,
Hanayo,1996,Publishes ハナヨメ 花代写真集 ( <i>Hanayome: Hanayo shashinshū</i> ) (Shinchosha),,,
Hanayo,2000,Holds solo exhibition ウツシユメク二 ( <i>utsushiyumekuni / beautiful dream country</i> ) at PARCO GALLERY (Tokyo); Publishes ドリームムムムム...ブック 花代写真集 ( <i>Dreammmmm Book</i> ) (Little More),,,
Hanayo,2002,Holds solo exhibition <i>hanayo</i> at Palais de Tokyo (Paris),,,
Hanayo,2004,Publishes <i>Hanayo artist book</i> (Kawade Shobō Shinsha),,,
Hanayo,2008,Publishes <i>MAGMA</i> (AKAAKA Art Publishing),,,
Hanayo,2013,Publishes <i>berlin</i> (Getsuyosha),,,
Hanayo,2016,Publishes <i>Tenko</i> (Case Publishing),,,
Hanayo,2017,Holds solo exhibition <i>hanayo III</i> at Taka Ishii Gallery Photography / Film (Tokyo),,,
Hanayo,2021,Publishes 花代の世界 地下活動半世紀 ( <i>Hanayo’s Underworld: Half a Century</i> ) (Kawade Shobo Shinsha),,,
Noguchi Rika,1994,Earns a degree in photography from Nihon University,,,
Noguchi Rika,1996,Awarded the Grand Prize at New Cosmos of Photography in Kyoto,,,
Noguchi Rika,1997,Travels to New York on a fellowship from the Asian Culture Council,,,1997-1998
Noguchi Rika,1999,Is invited to be a guest artist at Rijksakademie in the Netherlands,,,
Noguchi Rika,2001,Publishes 鳥を見る : 野口里佳作品集 ( <i>Seeing Birds</i> ) (P3 art and environment); Publishes <i>MIMOCA'S EYE VOL. 1</i> (Marugame Genichirō Inokuma Museum of Contemporary Art),,,
Noguchi Rika,2004,"Publishes この星 ( <i>This Planet</i> ) (Hara Museum, Icon Gallery)",,,
Noguchi Rika,2005,"Publishes In-Between 13 野口里佳 : チェコ キプロス ( <i>In-Between 13 Noguchi Rika: Czech Republic, Cyprus</i> ) (EU-Japan Fest)",,,
Noguchi Rika,2009,Publishes 光 ( <i>The Light)</i> (The National Art Center) and 太陽 (The Sun) (Izu Photo Museum),,,
Noguchi Rika,2012,Publishes 光は未来に届く( <i>Light Reaching the Future</i> ) (Izu Photo Museum),,,
Ninagawa Mika,1996,"Work is featured in Iizawa Kōtarō's publication, <i>Shutter & Love: Girls Are Dancin' on in Tokyo</i> , which attempted to make sense of the work of women photographers in the 1990s",,,
Ninagawa Mika,1997,Earns a degree from Tama Art University,,,
Ninagawa Mika,1998,Publishes <i>17 9 '97</i> (Metalogue),,,
Ninagawa Mika,1999,Publishes <i>Baby Blue Sky</i> (Metalogue),,,
Ninagawa Mika,2000,Publishes <i>Sugar and Spice</i> (Kawade Shobō Shashinsha) and <i>Tokyo in Colors</i> (Kōshinsha),,,
Ninagawa Mika,2001,Awarded the Kimura Ihei Award (shared with Hiromix and Nagashima Yurie),,,
Ninagawa Mika,2001,Publishes <i>Pink Rose Suite</i> (Editions Treville),,,
Ninagawa Mika,2007,Makes her debut as feature-length film director with <i>Sakuran</i>,,,
Kawauchi Rinko,1993,"Earns a degree from Seian University of Art and Design, and begins working in the photography department of an advertisement company",,,
Kawauchi Rinko,1995,Accepted for the APA International Photography biennial art exhibition,,,
Kawauchi Rinko,1996,Begins her career as a freelance photographer,,,
Kawauchi Rinko,1997,Participates in the 9th Hitotsubo Exhibition's Photography Division Grand Prix,,,
Kawauchi Rinko,1998,Holds first solo exhibition うたたね ( <i>Utatane</i> ) at Guardian Garden (Tokyo),,,
Kawauchi Rinko,2001,"Publishes three photobooks simultaneously: うたたね ( <i>Utatane</i> ), はなび ( <i>Hanabi</i> ), and はなこ ( <i>Hanako</i> ) (all published through Little More)",,,
Kawauchi Rinko,2002,Awarded the 27th Kimura Ihei Photography Award for Utatane and Hanabi; Awarded the Photographic Society of Japan novice award,,,
Kawauchi Rinko,2009,Recieves honorable mention for the Shiga Culture Award; Awarded the Infinity Award for the arts division,,,
Kawauchi Rinko,2012,"Awarded the 63rd Minister of Education, Culture, Science, Science and Technology novice award for the exhibition 照度あめつち影を見る ( <i>Illuminance - Ametsuchi - Seeing Shadows</i> ) (Tokyo Metropolitan Museum of Photography)",,,
Kawauchi Rinko,2013,Awarded the 29th Higashikawa Domestic Artist Prize,,,
Kawauchi Rinko,2015,Participates in the group exhibition <i>The Younger Generation: Contemporary Japanese Photography</i> at the J Paul Getty Museum (Los Angeles),,,
Otuska Chino,1982,"Moves from Tokyo, Japan to the United Kingdom, and attends the alternative British boarding school Summerhill School",,,
Otuska Chino,1987,Publishes サマーヒル 少女日記 ( <i>Chino's Diary</i> ) (Shobunsha) at the age of 15,,,
Otuska Chino,1997,"Earns an MA degree in fine art photography at the Royal College of Art in London; Holds solo exhibition <i>Imagine Finding Me</i> , which will be eventually exhibited in over 16 countries",,,
Otuska Chino,1999,Publishes フラジャイル • タイム ( <i>Fragile Time</i> ) (Yosensha Publishing）,,,
Otsuka Chino,2006,Publishes <i>Imagine Finding Me</i> (Trace Editions),,,
Otsuka Chino,2007,"Is appointed the Pearson Research Fellow at the National British Library Archives, and undertakes a yearlong project working with the archive's sound and photography collection",,,
Otsuka Chino,2009,"Completes the video project <i>Memoriography I</i> , based on her research in the British Library Archives",,,
Otsuka Chino,2010,"Completes the video project <i>Memoriography II</i> , based on her research in the British Library Archives",,,
