Name,Year,Event,Image,Image caption,Display Year (if different)
Seino Yoshiko,1996,"Her first solo exhibition, Seino Yoshiko with Switch, is held at the Comme des Garcons main store in Aoyama, Tokyo",,,
Seino Yoshiko,1997,"She publishes the first two volumes of the photobook series Chicken Skin Photographs, a collaboration with the designer and art direector Ishizaki Kentaro (self-published). Initially five volumes were planned, but only the first three were ever realized",,,
Seino Yoshiko,1998,Publishes the third photobook in the collaborative Chicken Skin Photographs series with Ishizaki Kentaro (self-published),,,
Seino Yoshiko,1999,"Her solo exhibition, Emotional Imprintings, is held at Gallery Koyanagi (Tokyo)",,,
Seino Yoshiko,2002,Publishes the photobook The Sign of Life (Osiris),,,
Seino Yoshiko,2000,Her work is included in the group exhibition 反記憶-現代写真Ⅱ (Anti-memory: Contemporary Photography II) at the Yokohama Museum of Art (Yokohama),,,
Seino Yoshiko,2003,"Her first international solo exhibition, The Sign of Life, is held at the Wintertour Photo Museum (Wintertour, Switzerland)",,,
Seino Yoshiko,2008,"Her solo exhibition A Good Day, Good Time is held jointly at Gallery Trax (Yamanashi) and Punktum Photography (Tokyo)",,,
Seino Yoshiko,2009,"Her photobook, 至るところで 心を集めよ 立っていよ (Everywhere, Gather Yourself, Stand) (Osiris), is published shortly before her death",,,
Ara Taeko,1986,"Graduates from Komazawa University, Department of Japanese Literature",,,
Ara Taeko,1995,"In addition to her career as a poet, theater director, and painter, Ara begins studying photography",,,
Ara Taeko,2000,Wins the JPS Exhibition Bronze Award,,,
Ara Taeko,2004,"Is diagnosed with breast cancer and undergoes treatment, including a total right mastectomy and years-long hormone treatment. Much of her subsequent photography and her advocacy work focuses on issues of mortality, femininity, and healing as a result of this experience.",,,
Ara Taeko,2005,Holds her first solo exhibition 白い夏 (White Summer) at Roonee 247 Photography (Tokyo),,,
Ara Taeko,2006,"Holds two solo exhibitions for 胸 神 乳がんになった日から (munakami - from the first day of breast cancer) at Shinjuku Nikon Salon (Tokyo) and Osaka Nikon Salon (Osaka), and an additional solo exhibition, オリヒメの涙 (Tears of Orihime) at Roonee 247 Photography (Tokyo); Wins the 13th Domon Ken Cultural Award Encouragement Prize for her exhibition 胸 神 乳がんになった日から (munakami - from the first day of breast cancer)",,,
Ara Taeko,2007,"Holds two solo exhibitions:  √1, at Shinjuku Nikon Salon (Tokyo) and Trance at Roonee 247 Photography (Tokyo)",,,
Ara Taeko,2008,"The solo exhibition √1 travels to Osaka Nikon Salon (Osaka), and she holds a new solo exhibition, ILIS, at Nadar (Tokyo)",,,
Ara Taeko,2009,"Holds a special solo exhibition at the Atami City Sawada Seiko Memorial Museum (Atami City, Shizuoka Prefecture), entitled 胸 神 ( muna  kami )」-澤田政廣の彫刻に魅せられて (muna kami - entranced by the sculpture of Sawada Seiko)",,,
Ara Taeko,2013,"Her work is included in the group exhibition 酒田市土門拳文化賞２０周年記念写真展 -歴代受賞者による近作展 (Sakata City Domon Ken Culture Award 20th Anniversary Exhibition - Recent Works by Successive Winners), held at the Sakata Museum of Art (Sakata City, Yamagata Prefecture)",,,
Kanamori Mayu,1981,"Moves to Melbourne, Australia to study philosophy at Toorak College",,,
Kanamori Mayu,1989,"Moves to Sydney, Australia with her future husband, journalist Ben Hills",,,
Kanamori Mayu,1992,Temporarily moves back to Japan to take a job as a researcher at the Tokyo bureau of the Sydney Morning Herald newspaper,,,
Kanamori Mayu,1996,"Her first exhibition, Unseen Faces of Japan, is held at the Sydney chapter of the Japan Foundation (Sydney, Australia)",,,
Kanamori Mayu,2000,"Holds a solo exhibition in Japan in advance of the 2000 Sydney Olympics, entitled 素顔のオーストラリア (Australia Without Makeup) at Konica Plaza (Tokyo); She also debuts her first narrative work with The Heart of the Journey, a combination of still photography, audio narration, and performance. The audio portion of the project debuts on ABC Radio National (Australia)",,,
Kanamori Mayu,2005,"Produces Chika: A Documentary Performance, which combines photojournalism, live dance and performance, audio narration, and projection, and debuts at C.U.B. Malthouse (Sydney, Australia). The 2004 audio component of the project was a Walkley Awards finalist.",,,
Kanamori Mayu,2008,"Exhibits a collaborative photojournalism show with husband Ben Hills, The Island of the Ancients:    Photographs of Sardinia’s Centenarians at Custom House Library (Sydney,  Australia)",,,
Kanamori Mayu,2015,"Artist-in-Residence, Institute of Advanced Studies, University of Western Australia",,,
Kanamori Mayu,2016,"Artist-in-Residence for the Asian Collections, National Library of Australia",,,
Yoshitake Megumi,,Graduates from the Tokyo College of Photography in the department of journalism,,,
Yoshitake Megumi,1987,Travels to Syria and neighboring countries to begin photographing Bedouin culture,,,
Yoshitake Megumi,1995,Holds her first solo exhibition ベドウィン (Bedouin) at Minolta Photo Space (Tokyo/Osaka),,,
Yoshitake Megumi,2008,"Solo exhibition, BEDOUIN — A Simple Life A Traditional Life A Peaceful Life, at the Foreign Correspondant's Club of Japan (Tokyo)",,,
Yoshitake Megumi,2009,,,,
Yoshitake Megumi,2010,,,,
Yoshitake Megumi,2014,Publishes her first photobook ARAB - Bedouin of the Syrian Desert: A Story of a Family (SKIRA);,,,
Yoshitake Megumi,,,,,
Tsutsumi Ako,1983,"Studies abroad for a year in high school near Santa Cruz, California",,,
Tsutsumi Ako,1986,Graduates from Tokyo Polytechnic University junior college with a degree in photography,,,
Tsutsumi Ako,1987,"Travels to the United States for the second time, studying photography at the Brooks Institute of Photography and Cinematography",,,
Tsutsumi Ako,1996,"Returns to Japan, working first in a photo studio at Hotel Okura Tokyo, before returning to Kumamoto and joining the Tsutsumi Photo Studio family business",,,
Tsutsumi Ako,2002,"Recieves the Prime Minister's Award for her photographic portrait, Maria in a Hat",,,
Tsutsumi Ako,2014,Becomes the representative director of the Tsutsumi Photo Studio business,,,
Nakashima Hiromi,1988,"Graduates from Women's College, Meiji University with a law degree; begins working at Nikka Whiskey Compan",,,
Nakashima Hiromi,1990,"Travels to Eastern Europe following the fall of the Berlin Wall, photographing in Czechoslovakia, Hungary, and the former Yugoslavia",,,
Nakashima Hiromi,1994,Completes courses at Japan Photographic Academy,,,
Nakashima Hiromi,1997,"Holds her first solo exhibition, やわらかい時 (Soft Times) at Tokyo Photographic Culture Center (Tokyo)",,,
Nakashima Hiromi,2000,Solo exhibition 孔雀の視線 (Through the Eyes of a Peacock) at Tokyo Photographic Culture Center (Tokyo),,,
Nakashima Hiromi,2001,Graduates from Tokyo College of Photography; Wins the Grand Prix for the 17th Hitotsubo Exhibition,,,
Nakashima Hiromi,2002,"Begins career as freelancer; Holds solo exhibition ウララ・シンネ、ラヨチ・シンネ (URARA-SINNNE, RAYOTI-SINNNE) at Guardian Garden (Tokyo)",,,
Nakashima Hiromi,2005,Holds solo exhibition そして、深呼吸 (Breathing In) at Roonee 247 (Tokyo),,,
Nakashima Hiromi,2006,Solo exhibition 雪を待つ (Waiting for Snow) at Gallery Huit (Tokyo),,,
Nakashima Hiromi,2008,"Holds her first international solo exhibition, LIKE A MIST, LIKE A RAINBOW, at Galerija SULUJ in Belgrade, Serbia",,,
Nakashima Hiromi,2009,"Holds solo exhibition アメニアル (Amenial) at Gendai Heights, Gallery Den (Tokyo)",,,
Yanagi Miwa,1993,"First solo exhibition, WHITE CASKET, at Art Space Rainbow (Kyoto)",,,
Yanagi Miwa,2002,"Publishes My Grandmothers 001 (ArtBeat Publishers), and MIWA YANAGI GRANDDAUGHTERS (Shiseidō Gallery)",,,
Yanagi Miwa,2004,"Publishes MIWA YANAGI (Deutsche Bank), WHITE CASKET (Getsuyōsha), and 少女地獄極楽老女 (Darkness of Girlhood and Lightness of Aging) (Marugame Genichirō Inokuma Museum of Contemporary Art)",,,
Yanagi Miwa,2005,"Publishes 無垢な老女と無慈悲な少女の信じられない物語 (The Incredible Tale of the Innocent Old Lady and the Heartless Young Girl) (Hara Museum), and Madame Comet (Ōhara Museum)",,,
Yanagi Miwa,2007,"Publishes Fairy Tale 老少女綺譚 (Fairy Tale, The Tale of The Old Lady) (Seigensha), and Elevator Girls (Seigensha)",,,
Yanagi Miwa,2009,Publishes My Grandmothers (Tankōsha),,,
Yanagi Miwa,2019,Publishes 神話機械 (Myth Machines) (Hatori Shoten),,,
Hara Mikiko,1996,Wins the 13th Canon New Cosmos of Photography Award; is selected for the 8th Hitotsubo exhibition,,,
Hara Mikiko,1998,"Solo exhibition: Agnus Dei. Ginza Nikon Salon (Ginza, Tokyo)",,,
Hara Mikiko,1999,"Exhibition: プライベートルーム2 新世代の写真表現 (Private Room II: Photographs by a New Generation of Women in Japan). Contemporary Art Center, Art Tower Mito (Mito, Ibaraki)",,,April–June 1999
Hara Mikiko,2001,"Exhibition: うつろの製法 (How to Make a Void), Shinjuku Konica Plaza (Shinjuku, Tokyo) and The Third Gallery Aya (Osaka)",,,
Hara Mikiko,2006,"Exhibition:  私のいる場所 新進作家展 vol.4 ゼロ年代の写真論  (Absolutely Private: Contemporary Photography, vol 4 ). Tokyo Metropolitan Museum of Photography (Ebisu, Tokyo)",,,March–April 2006
Hara Mikiko,2009,"Exhibition: 写真の現在・過去・未来 昭和から今日まで (The Past, Present, and Future of Photographs, From Showa to Today). Yokohama Civic Art Gallery (Yokohama)",,,
Hara Mikiko,2017,Wins the 42nd Kimura Ihei Award for <i>Change</i>,,,
Nomura Sakiko,1994,Publishes 裸の部屋 (Naked Room) (Aat ROOM),,,
Nomura Sakiko,1995,Publishes 針のない時計 (A Clock Without Hands) (Hon no miyakosha) and    40 + 1 PHOTOGRAPHERS PIN-UP (match and company),,,
Nomura Sakiko,1997,Publishes 裸の時間 (Naked Time) (Heibonsha),,,
Nomura Sakiko,1999,Exhibition: 闇の音 (The Sound of Darkness) (Yamaguchi Prefectural Art Museum),,,
Nomura Sakiko,2000,Publishes 愛の時間 (Time of Love) (BPM),,,
Nomura Sakiko,2004,Publishes もうひとつの、きょうのできごと (co-authored) (Kawade Shobo Shinsha),,,
Nomura Sakiko,2005,Publishes tsukuyomi (match and company),,,
Nomura Sakiko,2006,Publishes 近藤良平 (Kondō Ryōhei) (match and company),,,
Nomura Sakiko,2008,Publishes ALL ABOUT Miyazaki Daisuke (Futabasha),,,
Nakano Aiko,1993,"Exhibition: ""Aiko Nakano Exhibition"" (Gallery ARIES, Tokyo)",,,
Nakano Aiko,1996,"""aiko nakano photo exhibition"" from TOKYO, to Tokyo """" (BEAMS TOKYO, Shibuya); ""aiko nakano photo exhibition"" (Gallery Art Graph, Ginza); ""PHOTO EXHIBITION NAKED Aiko Nakano / Mika Ninagawa"" (Gallery Hanabun, Yotsuya); ""SHUTTER & LOVE Exhibition"" (Sapporo); ""8th Photograph"" ""3.3㎡ Exhibition"" (Guardian Garden, Ginza); ""Aiko Nakano and Tetsuro Yokoyama Exhibition"" (P.A.P. FACTORY, Harajuku)",,,
Nakano Aiko,1997,"8th Photo ""3.3㎡ Exhibition"" Grand Prix Winner;  ""Life * Life * Life"" (Guardian Garden, Ginza); ""PHOTO EXHIBITION"" Visions ""PART1: NAKED EYES"" (PARCO GALLERY, Shibuya); ""Japanese New Generation Photographer Exhibition"" (COLETTE, Paris: France); 11th Great Namba Festival ""Female Photographer Exhibition"" (Former Seika Elementary School, Osaka)",,,
,1998,"""Tokyo Photo Month '98 Kaleidoscope -'90s Female Photographers"" (Shinjuku Park Tower Atrium, Shinjuku)",,,
Nakano Aiko,2000,"""Aiko Nakano Exhibition-"" Tatsuya Fujiwara Photobook persona ""Exhibition-"" (Gallery Iseyoshi B Venue, Ginza)",,,
Nakano Aiko,2004,"""Aiko Nakano Photo Exhibition"" Shonan Musicians """" (Gallery TEZZ, Roppongi)",,,
Nakano Aiko,2006,"""Aiko Nakano Exhibition: A Hundred Blue Roses"" (Gallery ART SPACE, Machida)",,,
Mogi Ayako,1992,Receives the Nobuyoshi Araki Award for Canon Photography of the New Century,,,
Mogi Ayako,2006,"Starts the Jupaju Company in La Corbières, Switzerland where she manages the ""Laboratoire Village Nomade"" art project.",,,
Mogi Ayako,2009,"Moves to an old elementary school on Awaji Island and founds the artist community ""Nomad Village"" with Werner Penzel and Misa Shimomura",,,
Matsumoko Noriko,1999,Awarded the 14th “Hitotsuboten” Photography Award Grand Prix,,,
Matsumoko Noriko,2000,Solo exhibition “Hatehashi” guardian garden,,,
Matsumoko Noriko,2007,"""rabbits” OPA gallery /Calo Bookshop&Gallery",,,
Matsumoko Noriko,2007,"Photobook ""Rabbit Jima"" (Hayakawa Publishing)",,,
Matsumoko Noriko,2009,“With Eyes of a Hare” Calo Bookshop&Gallery,,,
Matsumoko Noriko,2011,“Flower garden” OPA gallery,,,
Matsumoko Noriko,2012,"""With Eyes of a Hare” CROSSROAD GALLERY",,,
Honda Kana,1994,"Graduates from Kyoto Seika University, Faculty of Fine Arts, Department of Design, Department of Visual Communication Design",,,
Honda Kana,1995,Is awarded the Photo New Century of Photography Excellence Award,,,
Honda Kana,1999,Wins the Mio Photo Encouragement Award 99 Encouragement Award (Grand Prix),,,
Honda Kana,2000,Spiral Independent Creators Festival Semi-Grand Prix,,,
Honda Kana,2001,Awarded the Kyoto Contemporary Photographer Exhibition Excellence Award.,,,
Honda Kana,2002,"New Century of Photography 10th Anniversary Exhibition ""Featuring Power"" (Tokyo / Tokyo Metropolitan Museum of Photography)",,,
Honda Kana,2003,"Solo Exhibition ""Kokoro no Kyukatsu"" (Kyoto / Gallery Sowaka)",,,
Honda Kana,2005,"Solo Exhibition ""SUSABI"" (Paris, France / Galalie Hitomi bushi d'Eau)",,,
Honda Kana,2008,"Solo Exhibition ""Maps I Have"" (Osaka / Kaigandori Gallery CASO); Solo Exhibition ""Maps I Have"" (Kobe / STREET GALLERY)",,,
Hanayo,1996,Publishes Hanayome (Shinchosha),,,
Hanayo,2000,"“utsushiyumekuni”, PARCO GALLERY (Tokyo)",,,
Hanayo,2002,"“hanayo”, Palais de Tokyo (Paris)",,,
Hanayo,2008,Publishes MAGMA (AKAAKA Art Publishing),,,
Hanayo,2013,Publishes berlin (Getsuyosha),,,
Hanayo,2016,Publishes Tenko (Case Publishing),,,
Hanayo,2017,“hanayo III” Taka Ishii Gallery Photography / Film (Tokyo),,,
Hanayo,2021,"Publishes Hanayo’s Underworld: Half a Century (Kawade Shobo Shinsha, ).",,,
Noguchi Rika,1994,Graduates from Nihon University specializing in photography,,,
,1996,Wins the Grand Prize at New Cosmos of Photography in Kyoto,,,
Noguchi Rika,1997,Travels to New York on a fellowship from the Asian Culture Council,,,1997-1998
Noguchi Rika,1999,Is invited to be a guest artist at Rijksakademie in the Netherlands,,,
Noguchi Rika,2001,Publishes Tori o miru (P3 art and environment); MIMOCA'S EYE VOL. 1 (Marugame Genichirō Inokuma Museum of Contemporary Art),,,
Noguchi Rika,2004,"Publishes Kono hoshi (Hara Museum, Icon Gallery,",,,
Noguchi Rika,2005,In-between13 (EU-Japan Fest),,,
Noguchi Rika,2009,Publishes Hikari (The National Art Center); Taiyō (Izu Photo Museum),,,
Noguchi Rika,2012,Publishes Hikari wa mirai ni todoku (Izu Photo Museum),,,
Ninagawa Mika,1996,"Work is featured in Iizawa Kōtarō, Shutter & Love, which attempted to make sense of the work of women photographers in the 1990s",,,
Ninagawa Mika,1997,Graduates from Tamabi,,,
Ninagawa Mika,1998,Publishes 17 9 '97 (Metalogue),,,
Ninagawa Mika,1999,Publishes Baby Blue Sky (Metalogue),,,
Ninagawa Mika,2000,Publishes Sugar and Spice (Kawade Shobō Shashinsha) and   Tokyo in Colors (Kōshinsha),,,
Ninagawa Mika,2001,Wins the Kimura Ihee Award (shared w. Hiromix & Nagashima Yurie),,,
Ninagawa Mika,2001,Pink Rose Suite (Editions Treville),,,
Ninagawa Mika,2007,Makes her debut as feature-length film director with Sakuran,,,
Kawauchi Rinko,1993,"Graduates from Seian University of Art and Design, and begins working in the photography department of an advertisement company",,,
Kawauchi Rinko,1995,Accepted for the APA International Photography biennial art exhibition,,,
Kawauchi Rinko,1996,Begins her career as a freelance photographer,,,
Kawauchi Rinko,1997,Participates in the 9th Hitotsubo Exhibition's Photography Division Grand Prix,,,
Kawauchi Rinko,1998,First solo exhibition: Utatane,,,
Kawauchi Rinko,2002,Wins the 27th Kimura Ihei Photography Award for Utatane and Hanabi; also wins the Photographic Society of Japan novice award,,,
Kawauchi Rinko,2009,Recieves honourable mention for the Shiga Culture Award; also wins the Infinity Award for the arts division,,,
Kawauchi Rinko,2012,"Wins the 63rd Minister of Education, Culture, Science, Science and Technology novice award for the exhibition 照度あめつち影を見る (Illuminance - Ametsuchi - Seeing Shadows) (Tokyo Metropolitan Museum of Photography)",,,
Kawauchi Rinko,2013,Wins the 29th Higashikawa Domestic Artist Prize,,,
Kawauchi Rinko,,"Completes a photography course at the Royal College of Art in London; holds an exhibition titled Imagine Finding Me, which will be eventually exhibited in over 16 countries",,,
Otsuka Chino,2006,Publishes Imagine Finding Me (PUB?),,,
Nagashima Yurie,1993,Makes her debut in with nude self-portraits and nude portraits of her family,,,
Nagashima Yurie,1993,Parco Prize for emerging artists (before graduation in 95),,,
Nagashima Yurie,1996,"Her work is featured in Iizawa Kōtarō, Shutter & Love, which attempted to make sense of the work of women photographers in the 1990s",,,
Nagashima Yurie,1999,Earns her MFA from California Institute of the Arts,,,
Nagashima Yurie,2001,Wins the Kimura Ihee Award (shared w. Hiromix & Ninagawa Mika),,,
Nagashima Yurie,2009,"Publishes a book of biographical short stories, Senaka no kioku",,,
Nagashima Yurie,2010,Wins the Kodansha Essay Award,,,
Nagashima Yurie,2020,"Publishes “Bokura” no “onna no ko shashin” kara watashi no gaariifoto he (From “their"" “Girls Photography” to “our"" ""girlie photography”) (Tokyo: Daifuku shorin)",,,
Hiromix,1995,Wins the 11th New Cosmos of Photography award,,,
Hiromix,2000,Wins the Kimura Ihee Award (shared w. Ninagawa Mika & Nagashima Yurie,,,
Keiko Nomura,1997,Takes part in the Konica New Generation of Photographers grand prix,,,
Keiko Nomura,1999,Wins the Newcomer's Award from the Photographic Society of Japan,,,
Keiko Nomura,2001,Wins the Higashikawa Newcomer's Award,,,
Itō Mari,1976,"Moves with her family from Providence, Rhode Island, USA to Tokyo",,,
Itō Mari,1997,Becomes the first woman photographer to win the Taiyō Award,,,
Itō Mari,1997,Exhibits her work at the Yunnan Museum of Art in China,,,
Okabe Momo,1999,"Awarded the Special Award for “The 8th Exhibition of New Cosmos of Photography selected by Nobuyoshi Araki""",,,
Okabe Momo,2002,Wins the 19th Hitotsubo Ten Prize,,,
Okabe Momo,2013,DILDO (Session press) selected for PHOTOEYE BEST PHOTOBOOK by Hisako Motoo,,,
Okabe Momo,2015,Wins the Paul Huf Award (Amsterdam),,,
Okabe Momo,2012,Publishes Unseen/Tsunami (Dashwood Books),,,
Okabe Momo,2013,Publishes Dildo (Session Press),,,
Okabe Momo,2014,Publishes Bible (Session Press),,,
Okabe Momo,2020,Publishes Irumataru,,,
Ume Kayo,2000,Wins an honourable mention at the 9th New Cosmos of Photography contest for Danshi,,,
Ume Kayo,2001,Wins an honourable mention at the 10th New Cosmos of Photography contest for Joshi chūgakusei,,,
Ume Kayo,2002,Graduates from the Japan Institute of Photography and Film,,,
Ume Kayo,2007,Wins the 32nd Kimura Ihei Award for her first photo book Umeme,,,
Ume Kayo,2006,Publishes Umeme (Little More),,,
Ume Kayo,2007,Publishes Danshi (Little More),,,
Ume Kayo,2008,Publishes Jiichan-sama (Little More),,,
Ume Kayo,2010,Publishes Umeppu (Little More),,,
Shiga Lieko,2001,First solo exhibition Floating Occurrence (LOCATION?),,,
Shiga Lieko,2004,Graduates with a degree in Fine Arts and New Media at the London Institute,,,
Shiga Lieko,2007,Publishes Lilly (Art Beat Publishing); CANARY (Akaaka Art Publ,,,
Shiga Lieko,2009,Publishes Kanariamon (Akaaka Art Publishing),,,
Shiga Lieko,2013,Publishes Rasen Kaigan Shashinshū (Akaaka Art Publishing),,,
Shiga Lieko,2015,"Shiga's work is featured in the exhibition In the Wake, which showcased Japanese photographers' work on the 3/11 disaster",,,
Shiga Lieko,2017,Publishes Blind Date (T&M Project),,,
Takagi Yuriko,1986-1992,"Photographs creative friends, dancers, actors, artists, writers, and poets in Bali, Barcelona, Istanbul, London, Paris, Tokyo",,,
Takagi Yuriko,1994,"Publishes Confused Gravitation (美術出版社, 1994)",,,
Takagi Yuriko,1994,"Publishes Nus intimes (用美社, 1994)",,,
Takagi Yuriko,1995-2010,"Travels to Argentina, Bolivia, Chile, China, India, Indonesia, Hawaii, Namibia, and Okinawa photographing the relationship between gravity and human bodies.",,,
Takagi Yuriko,1998,Publishes Skin : Yuriko Takagi×Kozue Hibino (扶桑社. 1998),,,
Ishikawa Mao,1974,Entered the Workshop School of Photography,,,
Ishikawa Mao,1977,"Held first exhibition, titled Kin no Onnatachi at the Minoruda Photo Space",,,
Ishikawa Mao,1982,"Publishes her first photobook 熱き日々inキャンプハンセン‼︎ (≈ Hot Days in Camp Hansen‼︎). Okinawa: Aman, 1982.",,,
Ishikawa Mao,1983-1990,Opened an izakaya near Aja-Shinko port in Naha and photographed the dockworkers and fishermen who were her customers for her book <i>A Port Town Elegy </i>(1990),,,
Ishikawa Mao,1986,Traveled to Philadelpha and photographed African American communities; these photographs became the book <i>Life in Philly </i>,,,
Ishikawa Mao,1988-1989,"Traveled to the Philippines with dancers she became friends with at bars in Naha, Okinawa. Photographs of them became the self-published book フィリピン「出稼ぎ女性の故郷を訪ねる」 : 石川真生写真集 (Philippines ""Visit to the hometowns of migrant women"") (1989)",,,
,1990,Self publishes 港町エレジー : 石川真生写真集 (Port Town Elegy: Ishikawa Mao). Republished by Zen Photo Gallery in 2015.,,,
Ishikawa Mao,1991,Self publishes 沖縄芝居仲田幸子一行物語 : 石川真生写真集 (An Okinawan Play Sachiko Nakata's story: Mao Ishikawa),,,
Ishikawa Mao,1992,Her work was displayed in the exhibition titled Okinawa: Mirai ni mukete: shashin de kangaeru Okinawa sengoshi ten,,,
Ishikawa Mao,1990s-2000s,Took photographs for and wrote columns for the <i>Okinawa Times</i> and <i>Ryukyu Shimpo</i>,,,
Ishikawa Mao,2010,"Awarded the Sagamihara Photo Awards for her book FENCES, OKINAWA (Tokyo: Miraisha, 2010)",,,
Ishikawa Mao,1993-2011,"Took portraits and gathered interviews with people from Japan, Taiwan, and mainland China <i>Here’s What the Japanese Flag Means to Me </i>(日の丸を観る目) (2011)",,,
Ishikawa Mao,1995,"Publishes 女性カメラマンがとらえた沖縄と自衛隊 (Okinawa and the Self-Defense Forces captured by a female photographer) (Tokyo, Koubunken)",,,
Ishikawa Mao,1996,Publishes これが沖縄の米軍だ : 基地の島に生きる人々 (This is the U.S. Army in Okinawa: People Living on a Base Island) (Koubunken),,,
Ishikawa Mao,2002,"Publishes 沖縄ソウル / Okinawa Soul (Ohta Publishing), reflections on her work in photography.",,,
Ishikawa Mao,2004,"Takes part in group exhibition  ""The Perpetual Moment –Visions from within Okinawa and Korea, MoMA PS1"" (October 2004 – December 2004)",,,
Ishikawa Mao,2006,Publishes シマが揺れる : 沖縄・海辺のムラの物語 (The Island SHakes: Okinawa ・The Story of a Seaside Village) with text by journalist and historian Urashima Etsuko (Koubunken),,,
Ishikawa Mao,2008,"Takes part in group exhibition ""Okinawa Prismed 1872–2008, The National Museum of Modern Art Tokyo"" (October 2008 – December 2008)",,,
Ishikawa Mao,2010,"Publishes Fences, Okinawa : 石川真生写真集 (Fences, Okinawa: Ishikawa Mao) (Miraisha)",,,
Ishikawa Mao,2010,"Publishes Life in Philly (Tokyo: Zen Foto Gallery / Gallery OUT of PLACE, 2010)",,,
Ishikawa Mao,2011,"Yokohama Museum of Art features her work in ""原田正路／石川真生 (Harada Masamichi／Ishikawa Mao)"" (December 2011 – March 2012)",,,
Ishikawa Mao,2012,"Her photographs are featured in 沖縄とヤマト : 「縁の糸」をつなぎ直すために (Okinawa and Yamato: To reconnect the ""thread of connection"") (Kamogawa)",,,
Ishikawa Mao,2013,"Her photographs are featured in ""All You Need is Love"" Mori Art Museum (April 2013 – September 2013)",,,
Ishikawa Mao,2013,"Yokohama Citizen's Gallery Azamino exhibition ""写真家石川真生 : 沖縄を撮る (Ishikawa Mao: Photographing Okinawa)"" and catalogue by the same name (Yokohama Citizen's Gallery Azamino)",,,
Ishikawa Mao,2014,Publishes 森花―夢の世界 (Morika’s Dreams) (Tokyo: Miraisha),,,
Ishikawa Mao,2015,"Zen Photo Gallery holds exhibition of her work, ""A Port Town Elegy"" (March 2015)",,,
Ishikawa Mao,2017,"Publishes Red Flower: The Women of Okinawa (New York: Session Press, 2017)",,,
Ishikawa Mao,2018,"Her photographs are featured in the 9th Asia Pacific Triennal of Contemporary Art (APT9), Queensland Art Gallery (November 2018 – April 2019)",,,
Ishikawa Mao,2020,"Her photographs are featured in ""TOP Collection: Photography in the Ryukyu Islands,"" Tokyo Photographic Art Museum (September 2020 – November 2020)",,,
Kon Michiko,1978,"After graduating from the Department of Graphic Arts School of Art and Design, enters the Tokyo Photography College and graduates in 1980",,,
Kon Michiko,1984,Wins a scholarship award at the Kanagawa Prefectural Art Exhibition,,,
Kon Michiko,1985,Exhibits Still at the Shinjuku Nikon Salon (Tokyo),,,
Kon Michiko,1987,"EAT Imamichiko Photo Exhibition at the Kodak Photo Salon (Tokyo, Osaka); Wins the novice award at the Higashikawa International Festival",,,
Kon Michiko,1987,"Publishes photographs in Eat (The Artworks Commitee), Republished by Shogakukan in 1991",,,
Kon Michiko,1990,Exhibits EAT: Recent Works at P.G.I. Toranomon (Tokyo); MICHIKO KON at Iwafusa (Tokyo); 今道子 at Picture Photo Space (Osaka),,,
Kon Michiko,1991,"Wins the Kimura Ihee Award and exhibits 16th Kimura Ihei Photo Award Exhibition Kon Michiko-EAT at the Minolta Photo Space (Tokyo, Osaka); photographs are featured in Make-believe : contemporary photography from Japan (Photographers' Gallery); New Japanese Photography Vol.2 Kon Michiko Exhibition Exposure Shibuya Parco Part II (Tokyo)",,,
Kon Michiko,1992,"Exhibits Michiko Kon: Still Lives MIT List Visual Arts Center (USA) (Circuit: Virginia Museum (USA); Publishes Michiko Kon : still lives (MIT List Visual Arts Center), republished by Aperture in 1997; Michiko Kon Imamichiko (Tokyo)",,,
Kon Michiko,1993,Michiko Kon: Still Lives at the Virginia Museum (USA),,,
Kon Michiko,1994,"Still Lives Still, P.G.I. Toranomon (Tokyo)",,,
Kon Michiko,1995,"Exhibits Michiko Kon at Robert Mann Gallery (USA); KON Michiko, Ichibo (Tokyo); Still Lives, Gallery Isis (Kyoto);""Kon Michiko Photo Exhibition Stills, Picture Photo Space (Osaka); Taipei Photo Exhibition by Kon Michiko, Taipei Photo Gallery (Taiwan)",,,
Kon Michiko,1996,"Publishes 1996 <i>KON BOX</i> (Photo Gallery International & Natsuraeri Press); Exhibits Kon Michiko Exhibition by Polaroid Color 8x10 Polaroid Gallery (Tokyo); Work included in the exhibition ニュー・ジャパニーズ・フォトグラフィ1990's : 無意識の共鳴/New Japanese photography in 1990's : the resonance of unconsciousness, Yokohama Shimin Gallery",,,
Kon Michiko,1997,"Publishes Kon Michiko (Korinsha); Michiko Kon: Still Lives (Aperture); Kon Michiko Photobook Publication Commemorative Exhibition, P.G.I. Shibaura (Tokyo)",,,
Kon Michiko,1998,"Exhibits Photographs 1998, P.G.I. Toranomon (Tokyo); Still, Gallery Raku, Kyoto University of Art and Design (Kyoto)",,,
Kon Michiko,1999,"<i>STILL LIFES</i> Baden Gallery (USA); Michiko Kon 今 道子, Kōbō (Tokyo)",,,
Kon Michiko,2002,<i>KON MICHIKO 今 道子</i>,,,
Kon Michiko,2008,"Exhibits Platinum Print Collection,<i> </i>P.G.I. (Tokyo)",,,
Kon Michiko,2009,"Exhibits Michiko Kon Platinum Prints,<i> </i>Michel Soskine Inc. (Spain)",,,
,2010,"Solo exhibition Kon Michiko's Exhibition of Gold Works, 泰吉軒/Timeless Gallery (China)",,,
